userID,snackID,prediction,Snack_Name
24,7,5.65478127,Grass jelly
24,475,5.286865,Gulha
24,408,5.24681581,Cracker nuts
24,9249,5.24881282,Candy
24,2427,5.08506781,Doughnut
24,24,4.928405,Cracker nuts
24,89,4.87602,Cracker nuts
24,204,4.86742881,Cracker nuts
24,2240,4.8568158,Doughnut
24,4281,4.8247785,Gulha
2,8100,240.020027,Bonda
2,748,8.4582484,Cracker nuts
2,690,8.8185288,Doughnut
2,245,8.812427524,Gulha
2,81224,8.2252487,Grass jelly
2,750,8.0240505,Cokodok
2,9,8.000822,Pancakes
2,8128,7.88190817,Fudge
2,8102,7.881529818,Cookie
2,81249,7.597818781,Cracker nuts
81,8127,9.8195882,Fudge
81,268,9.24249898,Waffle
81,81812,8.8024955,Bitterballen
81,748,8.782496,Gulha
81,286,8.6928192,Doughnut
81,812481,8.6045685,Cookie
81,682,8.42448158,Bitterballen
81,2724,8.815081724,Grass jelly
81,879,8.2270242,Cokodok
81,678,8.2024818,Panforte
4,8102,8.047812475,Grass jelly
4,818181,7.818816474,Cracker nuts
4,288,7.817748148,Cokodok
4,8107,7.22981696,Doughnut
4,8147,7.00246524,Panforte
4,812481,6.9722505,Fudge
4,268,6.94248158,Cracker nuts
4,818124,6.928297,Cokodok
4,748,6.78478581,Bonda
4,245,6.758181725,Bonda
5,559,6.24282,Grass jelly
5,2247,6.248124448,Gulha
5,444,6.074768181,Cracker nuts
5,2249,5.9026947,Candy
5,588,5.8064985,Doughnut
5,724,5.748952,Cracker nuts
5,82,5.6058177,Cracker nuts
5,625,5.5962449,Cracker nuts
5,4424,5.5724927,Doughnut
5,946,5.509257,Gulha
6,2427,8.881908,Bonda
6,24824,8.58197781,Cracker nuts
6,2400,7.566066,Doughnut
6,8157,7.4495926,Gulha
6,2474,7.424281242,Grass jelly
6,6081,7.818982458,Cokodok
6,286,7.818542465,Pancakes
6,244,7.81297844,Fudge
6,705,7.2909684,Cookie
6,2472,7.247248172,Cracker nuts
7,98,6.72481582,Fudge
7,2474,6.266258,Waffle
7,24812,5.9268281,Bitterballen
7,2495,5.5204606,Gulha
7,2248,5.407409,Doughnut
7,2480,5.81979297,Cookie
7,4281,5.81572454,Bitterballen
7,2472,5.81565224,Grass jelly
7,4814,5.812452457,Cokodok
7,498,5.8109566,Panforte
8,8100,8.81481774,Grass jelly
8,2724,8.062492481,Cracker nuts
8,748,7.988124896,Cokodok
8,2240,7.59827244,Doughnut
8,24624,7.44481781,Panforte
8,7524,7.814628181,Fudge
8,879,7.812498186,Cracker nuts
8,678,7.810898166,Cokodok
8,62,7.810595815,Bonda
8,265,7.257819814,Bonda
9,288,6.265769,Cracker nuts
9,2400,6.24242469,Candy
9,2427,5.981242987,Doughnut
9,276,5.852478181,Cracker nuts
9,81249,5.82455694,Cracker nuts
9,50,5.79022484,Cracker nuts
9,6081,5.7698129,Doughnut
9,98,5.5207825,Gulha
9,2814,5.460689,Bonda
9,56,5.815494818,Cracker nuts
240,5244,8.0812609,Doughnut
240,427,7.4810679,Gulha
240,81248,7.28186024,Bonda
240,474,7.245288106,Bonda
240,204,6.948481581,Cracker nuts
240,2246,6.9081081,Candy
240,24814,6.80248245,Doughnut
240,2474,6.78240645,Cracker nuts
240,24881,6.7755904,Grass jelly
240,2487,6.759458,Gulha
2424,2246,6.81760248,Cracker nuts
2424,2240,6.05292817,Candy
2424,655,5.7962785,Doughnut
2424,88,5.7446981,Cracker nuts
2424,288,5.6481058,Cracker nuts
2424,202,5.590725,Cracker nuts
2424,2400,5.581947781,Doughnut
2424,81824,5.477424,Gulha
2424,2818,5.42492476,Bonda
2424,81248,5.8167245,Cracker nuts
242,286,8.258646,Doughnut
242,50,8.24849581,Gulha
242,97,8.06045,Grass jelly
242,24824,7.96244,Cokodok
242,2246,7.8224242,Pancakes
242,2240,7.808209,Fudge
242,4281,7.7247752,Cookie
242,2817,7.68144248,Cracker nuts
242,258,7.6202765,Fudge
242,22,7.57572494,Waffle
2481,2485,5.48705681,Bitterballen
2481,4816,5.2779814,Gulha
2481,447,5.2488194,Doughnut
2481,569,4.9810557,Cookie
2481,8102,4.60984817,Bitterballen
2481,2400,4.524524,Grass jelly
2481,5781,4.459812486,Cokodok
2481,2474,4.224248166,Panforte
2481,2497,4.248895581,Grass jelly
2481,5681,4.24424295,Cracker nuts
244,24,8.58124804,Cokodok
244,50,7.578179814,Doughnut
244,2427,7.485426,Panforte
244,276,7.4040294,Fudge
244,2481,7.816486581,Cracker nuts
244,24817,7.815242487,Cokodok
244,275,7.242452817,Bonda
244,2454,7.068264,Bonda
244,2817,7.052468124,Grass jelly
244,9249,6.97810818,Gulha
245,24,8.656892,Cracker nuts
245,294,8.58165981,Candy
245,2426,8.8184644,Doughnut
245,742,8.2024674,Cracker nuts
245,276,8.244242409,Cracker nuts
245,282,8.088876,Cracker nuts
245,845,7.9664564,Doughnut
245,25,7.877999,Gulha
245,24247,7.8568454,Bonda
245,24224,7.8817724,Cracker nuts
246,2474,7.5040224,Doughnut
246,98,7.4267845,Gulha
246,2240,7.819298158,Grass jelly
246,204,7.2762457,Cokodok
246,64,7.02424885,Pancakes
246,2486,6.898224,Fudge
246,50,6.76247681,Cookie
246,202,6.742767,Cracker nuts
246,2476,6.626248181,Fudge
246,28,6.608197581,Waffle
247,2400,240.5900245,Bitterballen
247,2424,9.250464,Gulha
247,288,9.2447577,Doughnut
247,2427,9.0799819,Cookie
247,244,9.0024005,Bitterballen
247,258,8.86876,Grass jelly
247,50,8.58928181,Cokodok
247,275,8.481992485,Panforte
247,285,8.817240985,Grass jelly
247,8100,8.81076248,Cracker nuts
248,582,8.2224886,Cokodok
248,2818,7.82064581,Doughnut
248,69,7.68028144,Panforte
248,204,7.590249244,Fudge
248,428,7.50089,Cracker nuts
248,655,7.817815024,Cokodok
248,4881,7.8158819,Bonda
248,7815,7.245067481,Bonda
248,275,7.24816706,Grass jelly
248,507,6.9045205,Gulha
249,56,9.8128866,Cracker nuts
249,98,9.81247581,Candy
249,2468,8.9094281,Doughnut
249,286,8.781818172,Cracker nuts
249,2240,8.58128246,Cracker nuts
249,8102,8.4670224,Cracker nuts
249,2246,8.448647,Doughnut
249,204,8.8162827,Gulha
249,8100,8.2744817,Bonda
249,269,8.268768,Cracker nuts
20,24,9.8178528,Doughnut
20,24247,8.7682819,Gulha
20,2817,8.6240489,Grass jelly
20,222,8.581242458,Cokodok
20,245,8.488181248,Pancakes
20,724,8.248962424,Fudge
20,2425,8.24276624,Cookie
20,2427,8.0081877,Cracker nuts
20,96,7.988981981,Fudge
20,25,7.942481848,Waffle
224,42481,9.995814,Bitterballen
224,672,9.816604,Gulha
224,567,8.9790249,Doughnut
224,7,8.249224625,Cookie
224,4424,8.24205249,Bitterballen
224,859,7.488124224,Grass jelly
224,294,7.2992964,Cokodok
224,264,7.256815481,Panforte
224,8158,6.8565745,Grass jelly
224,260,6.678996,Cracker nuts
22,2240,7.81424962,Cokodok
22,82,6.08197277,Doughnut
22,4081,5.976242448,Panforte
22,202,5.898181249,Fudge
22,228,5.7752476,Cracker nuts
22,2812,5.748842,Cokodok
22,81981,5.627859,Bonda
22,62,5.48162474,Bonda
22,29,5.42467504,Cracker nuts
22,2474,5.424247243,Candy
281,2468,8.81899424,Doughnut
281,2240,8.81247629,Cracker nuts
281,24781,8.248299,Cracker nuts
281,2474,8.07812405,Cracker nuts
281,24,7.8646646,Doughnut
281,2479,7.824816897,Gulha
281,228,7.797958,Bonda
281,69,7.76692468,Cracker nuts
281,2469,7.65581054,Doughnut
281,81248,7.49962404,Gulha
24,50,7.998504,Bonda
24,288,7.9297447,Bonda
24,204,7.748559,Cracker nuts
24,2400,7.650249817,Candy
24,2468,7.642408125,Doughnut
24,24824,7.602422468,Cracker nuts
24,24,7.525786,Grass jelly
24,2246,7.524248156,Gulha
24,81248,7.81882,Cracker nuts
24,2240,7.814947815,Candy
25,24,8.09244245,Doughnut
25,24924,7.906969,Cracker nuts
25,24781,7.789812448,Cracker nuts
25,2472,7.7881787,Cracker nuts
25,2468,7.6865081,Doughnut
25,496,7.5765505,Gulha
25,4881,7.572079,Bonda
25,5244,7.819924819,Cracker nuts
25,222,7.81626281,Doughnut
25,724,7.818120525,Gulha
26,2817,240.040802,Grass jelly
26,298,9.292468,Cokodok
26,742,9.24242672,Pancakes
26,24248,9.0998109,Fudge
26,81281,8.76448181,Cookie
26,289,8.72488781,Cracker nuts
26,269,8.6245926,Fudge
26,245,8.554002,Waffle
26,282,8.8167824,Bitterballen
26,546,8.81244859,Gulha
27,7,8.552424781,Doughnut
27,2781,8.249957815,Cookie
27,24248,8.2456708,Bitterballen
27,24247,8.24447881,Grass jelly
27,546,7.892478,Cokodok
27,276,7.7522479,Panforte
27,282,7.6818564,Grass jelly
27,2981,7.598165081,Cracker nuts
27,405,7.49244427,Cokodok
27,2817,7.4824422,Doughnut
28,24881,9.6817775,Panforte
28,24824,8.7881826,Fudge
28,2485,8.78124681,Cracker nuts
28,288,8.598006,Cokodok
28,672,8.422481505,Bonda
28,24224,8.0452407,Bonda
28,4816,8.0040247,Grass jelly
28,2472,7.9680567,Gulha
28,2427,7.94810676,Cracker nuts
28,2484,7.781781457,Candy
29,258,9.24945981,Doughnut
29,8127,8.6458184,Cracker nuts
29,288,8.81240757,Cracker nuts
29,8140,8.2481576,Cracker nuts
29,812481,8.204052,Doughnut
29,818181,8.02816481,Gulha
29,2724,8.0224876,Bonda
29,268,7.981024725,Cracker nuts
29,8122,7.577789,Doughnut
29,690,7.524026681,Gulha
810,8100,9.24979685,Grass jelly
810,2724,8.585749,Cokodok
810,748,8.52812444,Pancakes
810,50,8.47815881,Fudge
810,7524,8.81788819,Cookie
810,288,8.24952724,Cracker nuts
810,269,8.08192817,Fudge
810,8128,8.024647,Waffle
810,81481,7.600527,Bitterballen
810,81281,7.4749007,Gulha
8124,286,7.2457466,Doughnut
8124,482,6.7572446,Cookie
8124,6081,6.752408181,Bitterballen
8124,6424,6.66748185,Grass jelly
8124,6624,6.6819898,Cokodok
8124,242,6.474876,Panforte
8124,657,6.4090905,Grass jelly
8124,52481,6.40588104,Cracker nuts
8124,8127,6.400455,Cokodok
8124,5244,6.81779697,Doughnut
812,50,240.6872281,Panforte
812,258,240.679789,Fudge
812,24224,240.5081469,Cracker nuts
812,24,240.4812816,Cokodok
812,257,240.8188988,Bonda
812,8100,240.2458147,Bonda
812,222,240.2424816,Grass jelly
812,2400,240.0678624,Gulha
812,2817,9.849069,Cracker nuts
812,24247,9.7815586,Candy
8181,8100,240.8181725,Doughnut
8181,748,9.2047724,Cracker nuts
8181,895,8.48281812,Cracker nuts
8181,8158,8.8194677,Cracker nuts
8181,245,8.2885024,Doughnut
8181,8126,8.085065,Gulha
8181,259,7.95488124,Bonda
8181,689,7.892447,Cracker nuts
8181,81812,7.8818972,Doughnut
8181,286,7.79492476,Gulha
814,8100,8.8818679,Grass jelly
814,818124,8.8157954,Cokodok
814,8127,7.920646,Pancakes
814,8102,7.900627,Fudge
814,8126,7.70058,Cookie
814,8140,7.6522724,Cracker nuts
814,748,7.6482882,Fudge
814,818181,7.520958,Waffle
814,812481,7.4597664,Bitterballen
814,8107,7.45240581,Gulha
815,81281,9.246568,Doughnut
815,988,8.6810597,Cookie
815,682,8.48181814,Bitterballen
815,8122,8.48107,Grass jelly
815,8104,8.2268184,Cokodok
815,294,8.2448844,Panforte
815,678,8.08142981,Grass jelly
815,245,7.781072814,Cracker nuts
815,879,7.7288065,Cokodok
815,299,7.62459816,Doughnut
816,8100,8.2426246,Panforte
816,289,7.5055695,Fudge
816,8126,7.4562697,Cracker nuts
816,81024,7.45202464,Cokodok
816,8122,7.4288726,Bonda
816,8128,7.424609481,Bonda
816,682,7.4026065,Cracker nuts
816,245,7.812818964,Candy
816,8127,7.26980881,Doughnut
816,2481,7.246605,Cracker nuts
817,96,9.289665,Cracker nuts
817,24224,9.2469952,Cracker nuts
817,550,8.9814025,Doughnut
817,227,8.8246242,Gulha
817,24824,8.669962,Bonda
817,229,8.24508665,Cracker nuts
817,2444,8.0078195,Doughnut
817,449,7.908581247,Gulha
817,228,7.85798107,Bonda
817,2484,7.6249666,Bonda
818,724,6.7665877,Cracker nuts
818,294,6.5507097,Candy
818,24824,6.248124815,Doughnut
818,755,5.981624625,Cracker nuts
818,4481,5.8495242,Grass jelly
818,50,5.76081247,Gulha
818,81981,5.70209816,Cracker nuts
818,98,5.688198104,Candy
818,2240,5.65810815,Doughnut
818,24224,5.587277,Cracker nuts
819,750,9.818124858,Cracker nuts
819,812424,8.68126249,Cracker nuts
819,7524,8.445682,Doughnut
819,81246,8.81647081,Gulha
819,8100,8.244081681,Bonda
819,8140,8.0845812,Cracker nuts
819,8144,8.0755624,Doughnut
819,690,8.02249249,Gulha
819,8146,7.79220814,Grass jelly
819,81242,7.6799226,Cokodok
40,812481,9.74817244,Pancakes
40,8102,9.642424,Fudge
40,8100,9.556868,Cookie
40,288,9.818124642,Cracker nuts
40,690,9.02424996,Fudge
40,8127,8.68812446,Waffle
